rider_id,week_id,home_zone_id,delivery_platform,tier,avg_delivery_radius_km,primary_shift,avg_daily_active_hours,loyalty_weeks_active,avg_weekly_earnings_4wk,earnings_volatility_index,claim_history_score,zone_elevation_index,waterlogging_incidents_3yr,road_quality_score,zone_heat_island_index,rain_mm_7day_forecast,max_temp_forecast,wind_gust_kmh_forecast,aqi_forecast_avg,imd_alert_level_forecast,bandh_probability_score,platform_outage_7d_count,festival_calendar_flag,political_event_flag,w_risk,disruption_label,r_alert,loyalty_discount,premium_charged
R00124,180,perambur,swiggy,standard,7.39,evening,10.0,48,7338.0,0.1604,0.1084,2.78,9,3.71,1.94,78.6,38.2,20.0,64.0,2,0.3256,1,0,0,0.8901,0,0.5,0.7,21.5
R00125,12,chromepet,zomato,standard,2.49,evening,5.6,44,5565.0,0.2201,0.2506,4.35,5,5.59,1.85,8.1,28.7,7.3,59.0,0,0.2435,1,0,0,0.7691,0,1.0,0.7,37.15
R00126,6,perambur,zomato,standard,5.92,afternoon,7.4,4,4764.0,0.1129,0.237,2.91,9,3.86,2.79,5.4,30.8,17.4,131.0,0,0.5692,0,0,0,0.8051,0,1.0,0.95,52.78
R00127,3,tambaram,zomato,standard,9.06,afternoon,6.7,40,3994.0,0.2073,0.188,3.76,6,4.2,1.85,2.7,22.0,9.6,247.0,0,0.2343,0,1,0,0.7597,0,1.0,0.7,36.7
R00128,189,tambaram,zepto,shield,1.29,evening,7.5,4,4046.0,0.4813,0.1007,4.6,6,4.67,1.76,87.7,31.2,31.8,50.0,2,0.0522,2,0,0,0.8314,0,0.5,0.95,39.09
R00129,38,sholinganallur,swiggy,standard,6.31,afternoon,9.2,4,6083.0,0.1837,0.5382,4.99,5,7.17,1.27,48.3,33.2,35.2,92.0,1,0.104,1,0,0,0.8172,0,0.75,0.95,40.18
R00130,49,chromepet,zepto,starter,3.27,night,7.5,24,5598.0,0.5266,0.0955,3.51,5,6.05,1.63,71.5,28.0,17.3,217.0,2,0.1611,0,0,0,0.8458,1,0.5,0.7,11.54
R00131,75,adyar,blinkit,starter,4.01,night,9.2,12,7081.0,0.3128,0.1937,3.15,9,6.47,1.87,44.8,34.4,32.4,117.0,1,0.1957,1,0,1,0.826,0,0.75,0.85,20.54
R00132,187,royapuram,blinkit,standard,8.32,afternoon,5.8,8,7531.0,0.1429,0.0305,2.41,13,2.53,2.95,71.7,29.2,30.2,52.0,2,0.1163,2,0,0,0.8808,1,0.5,0.9,27.35
R00133,74,adyar,swiggy,standard,8.16,evening,3.0,40,6912.0,0.3046,0.1691,3.17,9,5.95,1.74,55.7,34.3,21.0,51.0,1,0.1876,0,0,1,0.8247,0,0.75,0.7,29.87
R00134,47,guindy,zomato,shield,5.16,morning,10.7,32,8629.0,0.7592,0.0356,6.27,2,7.3,1.36,103.0,27.5,27.0,150.0,2,0.169,0,0,0,0.8385,0,0.5,0.7,29.05
R00135,51,guindy,zomato,shield,3.92,morning,5.2,40,6191.0,0.244,0.2532,6.35,3,7.19,1.54,60.3,29.1,14.8,306.0,1,0.3266,1,1,0,0.7832,0,0.75,0.7,40.71
R00136,13,velachery,zomato,starter,6.63,afternoon,10.0,36,5443.0,0.4327,0.2346,2.37,14,4.55,2.4,10.0,29.8,19.0,218.0,0,0.0618,0,0,0,0.8141,0,1.0,0.7,22.22
R00137,20,perambur,blinkit,standard,5.8,night,6.6,28,4443.0,0.4115,0.3377,2.82,10,4.29,2.42,13.1,39.2,11.9,182.0,0,0.1183,2,0,0,0.8047,0,1.0,0.7,38.87
R00138,190,velachery,swiggy,shield,6.55,evening,5.2,8,7928.0,0.2176,0.1783,1.77,14,3.83,2.69,78.3,27.7,57.4,75.0,2,0.175,0,0,0,0.9366,1,0.5,0.9,41.73
R00139,205,chromepet,zepto,starter,2.01,evening,11.7,16,8044.0,0.1053,0.0184,4.01,6,5.34,1.24,89.7,26.3,19.1,165.0,2,0.1637,3,0,0,0.8468,0,0.5,0.8,13.21
R00140,81,velachery,zepto,standard,3.24,evening,7.8,28,5022.0,0.3504,0.1208,1.82,14,4.13,2.45,47.5,35.0,11.5,91.0,1,0.2285,1,0,0,0.8489,0,0.75,0.7,30.75
R00141,174,sholinganallur,swiggy,standard,5.76,morning,5.5,12,6975.0,0.3825,0.0366,5.27,5,7.05,1.18,18.0,36.0,32.0,74.0,1,0.2747,0,0,0,0.7907,0,0.75,0.85,34.78
R00142,25,velachery,swiggy,standard,5.22,afternoon,5.6,24,6787.0,0.2674,0.1592,2.0,13,4.5,2.37,36.6,34.5,18.8,67.0,0,0.0959,0,0,0,0.8116,0,1.0,0.7,39.2
R00143,60,adyar,zomato,standard,8.25,evening,10.6,20,9295.0,0.2638,0.3228,2.96,9,6.01,2.26,6.2,29.8,7.5,204.0,0,0.1159,2,0,0,0.815,0,1.0,0.75,42.18
R00144,27,velachery,zomato,standard,6.23,afternoon,5.4,0,8503.0,0.376,0.1009,2.06,14,3.12,2.04,33.8,32.4,40.3,100.0,1,0.1139,1,0,0,0.8415,0,0.75,1.0,43.55
R00145,84,tambaram,swiggy,shield,7.32,afternoon,10.7,8,5325.0,0.3818,0.0234,3.48,7,4.82,1.52,33.5,30.2,22.6,99.0,0,0.1143,2,0,0,0.8246,0,1.0,0.9,73.47
R00146,54,sholinganallur,zomato,starter,6.26,evening,7.9,0,8918.0,0.0608,0.4188,4.92,5,6.33,1.61,3.5,26.8,13.6,206.0,0,0.287,1,1,0,0.7485,0,1.0,1.0,29.19
R00147,160,royapuram,zepto,standard,1.63,morning,9.3,28,9250.0,0.0333,0.2963,2.34,11,3.5,2.95,8.0,26.8,26.0,173.0,0,0.2099,1,0,0,0.7782,0,1.0,0.7,37.59
R00148,36,chromepet,zomato,standard,7.82,evening,8.4,28,4544.0,0.0853,0.15,4.13,7,5.83,1.45,95.2,33.1,25.3,113.0,2,0.1429,0,0,0,0.8477,0,0.5,0.7,20.47
R00149,5,royapuram,zomato,standard,12.0,evening,9.1,4,5513.0,0.3273,0.3079,1.95,11,2.18,2.75,5.0,29.6,29.4,128.0,0,0.2114,0,0,0,0.817,0,1.0,0.95,53.55
R00150,37,royapuram,swiggy,standard,6.02,afternoon,9.3,4,9336.0,0.3745,0.1577,1.9,13,3.96,2.88,43.6,31.0,11.8,88.0,1,0.1714,0,0,0,0.8501,0,0.75,0.95,41.79
R00151,124,tambaram,zomato,standard,9.12,evening,8.9,8,8048.0,0.2367,0.0546,4.07,8,4.87,1.84,9.8,36.6,10.8,76.0,0,0.193,2,0,0,0.8027,0,1.0,0.9,49.85
R00152,87,guindy,zepto,standard,2.1,night,8.6,8,7875.0,0.3736,0.0792,6.12,3,6.8,1.79,57.5,29.7,27.9,80.0,1,0.2293,1,0,0,0.798,1,0.75,0.9,37.17
R00153,139,sholinganallur,zomato,shield,7.16,morning,8.3,12,7251.0,0.228,0.2395,5.02,3,7.03,1.57,30.2,30.4,44.3,128.0,1,0.2956,1,0,0,0.8326,0,0.75,0.85,52.55
R00154,62,chromepet,zomato,starter,7.85,afternoon,7.6,8,4912.0,0.0755,0.1961,3.85,7,6.26,1.29,6.3,32.3,7.4,126.0,0,0.0684,1,0,0,0.773,0,1.0,0.9,27.13
R00155,42,adyar,zepto,standard,4.74,evening,8.8,24,6329.0,0.1578,0.0965,2.97,8,6.46,2.27,38.0,30.2,43.5,144.0,1,0.1003,2,0,0,0.826,1,0.75,0.7,29.92
R00156,67,adyar,zepto,standard,4.56,evening,7.0,8,6324.0,0.1369,0.1109,2.93,8,5.47,1.99,11.1,30.6,66.5,129.0,2,0.2932,4,0,1,0.854,1,0.5,0.9,26.52
R00157,155,tambaram,zepto,standard,7.28,afternoon,6.4,0,8900.0,0.1736,0.0963,4.07,7,4.56,1.94,75.2,27.9,89.8,362.0,2,0.316,0,1,0,0.9442,0,0.5,1.0,32.58
R00158,198,velachery,blinkit,shield,2.25,evening,9.0,16,6771.0,0.0407,0.0323,2.1,15,3.53,2.43,143.1,29.8,20.2,214.0,3,0.2741,0,0,0,1.0035,1,0.25,0.8,19.87
R00159,189,guindy,zomato,shield,9.11,morning,8.4,20,4995.0,0.7681,0.0706,5.78,3,7.2,1.49,42.5,31.9,32.8,90.0,1,0.3072,1,0,0,0.8457,1,0.75,0.75,47.1
R00160,87,chromepet,swiggy,shield,5.83,afternoon,12.2,52,3779.0,0.521,0.1946,3.59,6,5.57,1.4,39.6,33.4,23.2,146.0,0,0.0709,0,0,0,0.826,0,1.0,0.7,57.24
R00161,16,t_nagar,swiggy,standard,4.13,morning,3.8,8,4903.0,0.5741,0.1688,4.54,5,5.32,2.39,12.2,32.6,25.7,98.0,0,0.1261,5,0,1,0.7893,0,1.0,0.9,49.02
R00162,11,royapuram,zomato,standard,8.01,evening,8.3,20,8220.0,0.1684,0.0629,1.32,12,2.63,2.47,7.2,27.7,20.6,160.0,0,0.0616,0,0,0,0.7835,0,1.0,0.75,40.54
R00163,92,royapuram,zepto,standard,1.0,evening,8.0,8,5994.0,0.0865,0.0256,2.17,11,2.69,2.98,112.4,31.5,82.8,223.0,3,0.1058,1,1,0,0.9649,1,0.25,0.9,14.98
R00164,52,sholinganallur,zomato,standard,7.48,evening,11.3,52,8490.0,0.0922,0.2005,5.83,3,7.11,1.36,7.0,25.5,21.8,364.0,0,0.2204,1,1,0,0.7931,0,1.0,0.7,38.31
R00165,113,t_nagar,blinkit,shield,6.15,evening,9.5,24,5889.0,0.3104,0.1656,5.1,5,4.92,2.31,9.3,31.0,41.1,78.0,1,0.301,1,0,0,0.8206,0,0.75,0.7,42.65
R00166,199,anna_nagar,zomato,standard,9.61,evening,9.7,36,8161.0,0.3289,0.1971,6.93,2,8.03,1.32,78.0,31.0,49.1,123.0,2,0.2649,0,1,0,0.8087,0,0.5,0.7,19.53
R00167,65,chromepet,swiggy,shield,9.59,evening,9.1,24,7648.0,0.5067,0.3607,4.1,5,5.54,1.69,11.2,32.9,12.8,127.0,0,0.0802,1,0,0,0.8107,0,1.0,0.7,56.18
R00168,15,velachery,zepto,standard,7.35,afternoon,8.5,8,6419.0,0.2349,0.0978,2.14,15,3.89,2.67,13.2,34.5,25.4,88.0,0,0.2237,0,0,1,0.804,0,1.0,0.9,49.93
R00169,79,sholinganallur,swiggy,standard,9.69,morning,5.5,16,8624.0,0.3379,0.0865,4.82,5,6.83,1.47,97.0,34.5,28.5,82.0,2,0.3101,1,0,0,0.8544,1,0.5,0.8,23.58
R00170,98,tambaram,swiggy,starter,6.85,morning,5.3,32,4538.0,0.072,0.2204,4.11,6,5.23,2.01,179.9,26.3,54.0,190.0,3,0.338,1,0,0,0.9698,1,0.25,0.7,6.62
R00171,184,chromepet,zomato,standard,9.53,night,9.8,32,5056.0,0.1129,0.0741,3.95,6,5.42,1.24,116.2,29.6,62.4,78.0,3,0.2744,0,0,0,0.9409,0,0.25,0.7,11.36
R00172,203,velachery,swiggy,starter,6.49,night,6.5,28,5294.0,0.1708,0.0817,1.71,14,4.33,2.28,79.5,27.5,35.0,388.0,2,0.2368,0,0,0,0.9575,0,0.5,0.7,13.07
R00173,25,royapuram,zepto,starter,6.94,evening,8.2,0,6039.0,0.2554,0.1181,2.19,11,2.47,3.17,55.0,38.9,40.6,47.0,1,0.109,2,0,0,0.8788,0,0.75,1.0,25.7
R00174,137,tambaram,zomato,shield,8.12,evening,2.8,0,7674.0,0.1168,0.1647,3.99,8,4.77,1.71,130.9,31.5,35.8,144.0,3,0.2139,0,0,0,0.8902,1,0.25,1.0,22.03
R00175,59,sholinganallur,swiggy,starter,7.49,evening,7.4,4,6988.0,0.2321,0.0826,4.94,3,7.26,1.38,6.3,27.7,33.5,148.0,1,0.2677,2,0,0,0.7987,0,0.75,0.95,22.19
R00176,98,velachery,zomato,starter,7.08,night,7.5,44,8313.0,0.6169,0.4038,2.16,14,4.96,2.74,200.0,25.6,63.4,132.0,4,0.3353,0,0,0,1.1471,1,0.0,0.7,0.0
R00177,75,tambaram,blinkit,standard,5.99,evening,6.9,16,7188.0,0.1375,0.1236,3.53,6,5.23,1.9,32.3,36.6,10.9,109.0,0,0.1889,2,0,1,0.801,0,1.0,0.8,44.21
R00178,89,tambaram,zepto,standard,6.72,morning,8.1,44,7662.0,0.186,0.0685,3.62,8,4.53,1.75,54.3,28.6,17.5,271.0,1,0.0882,1,0,0,0.8499,1,0.75,0.7,30.79
R00179,201,royapuram,swiggy,standard,4.49,night,7.1,8,6082.0,0.0659,0.0135,1.97,12,3.11,2.76,56.3,29.5,11.6,193.0,1,0.3517,1,0,0,0.868,0,0.75,0.9,40.42
R00180,30,royapuram,swiggy,starter,6.87,night,8.5,44,3426.0,0.2387,0.0306,2.71,13,2.99,2.53,76.9,31.4,27.1,54.0,2,0.2966,0,0,0,0.8966,1,0.5,0.7,12.24
R00181,14,t_nagar,zomato,shield,9.37,evening,8.6,0,5639.0,0.2867,0.0417,5.21,6,4.94,2.22,6.6,35.3,16.0,207.0,0,0.4192,1,0,0,0.8281,0,1.0,1.0,81.98
R00182,80,adyar,swiggy,starter,4.32,afternoon,8.9,4,7551.0,0.2658,0.3781,2.93,8,7.04,2.23,72.6,32.2,42.6,81.0,2,0.1229,1,0,0,0.8617,0,0.5,0.95,15.96
R00183,27,adyar,swiggy,shield,8.35,morning,8.3,20,3365.0,0.2355,0.2884,3.31,8,5.74,2.07,22.8,33.0,12.5,36.0,0,0.1406,1,0,0,0.8078,0,1.0,0.75,59.98
R00184,40,sholinganallur,zomato,starter,6.9,afternoon,7.5,16,9262.0,0.4772,0.0922,5.2,3,6.82,1.45,80.0,32.0,17.4,190.0,2,0.0595,1,1,0,0.7796,1,0.5,0.8,12.16
R00185,187,velachery,zepto,starter,4.73,evening,7.6,48,8408.0,0.1194,0.2544,1.88,13,4.17,2.81,76.5,31.2,57.2,61.0,2,0.0939,1,0,0,0.9206,1,0.5,0.7,12.56
R00186,95,velachery,swiggy,standard,8.13,night,11.3,24,6651.0,0.4683,0.2198,1.98,13,4.82,2.56,100.4,30.6,97.7,78.0,4,0.2986,0,1,0,1.0179,1,0.0,0.7,0.0
R00187,29,royapuram,swiggy,standard,9.46,night,11.2,0,7820.0,0.1818,0.1175,2.09,12,2.72,2.74,49.6,33.4,12.4,69.0,1,0.0885,0,0,0,0.8632,0,0.75,1.0,44.67
R00188,19,sholinganallur,blinkit,starter,6.46,morning,9.1,48,6918.0,0.2187,0.0588,4.63,3,7.2,1.36,7.6,41.0,13.0,62.0,0,0.1479,3,0,0,0.7881,0,1.0,0.7,21.52
R00189,144,anna_nagar,swiggy,standard,7.04,night,5.5,12,5710.0,0.3998,0.1187,6.87,2,8.01,1.14,49.9,29.6,37.3,81.0,1,0.1409,1,1,0,0.7537,1,0.75,0.85,33.16
R00190,207,perambur,zomato,starter,3.58,morning,6.9,20,6498.0,0.1793,0.0606,3.03,9,3.61,2.47,66.6,24.4,21.3,198.0,1,0.4219,2,1,0,0.8213,0,0.75,0.75,18.02
R00191,203,tambaram,blinkit,standard,2.19,afternoon,9.5,8,9289.0,0.105,0.1085,4.24,6,5.56,1.79,80.7,28.0,37.9,208.0,2,0.3716,3,0,0,0.8706,0,0.5,0.9,27.03
R00192,129,guindy,zomato,standard,8.26,night,8.5,28,5890.0,0.3329,0.1941,6.04,4,7.68,1.55,62.3,37.7,63.2,63.0,2,0.0936,3,0,0,0.8727,0,0.5,0.7,21.07
R00193,138,velachery,swiggy,standard,9.81,night,6.5,4,4469.0,0.0996,0.005,1.95,13,3.2,2.32,84.1,32.5,24.3,46.0,2,0.1617,0,0,0,0.9048,0,0.5,0.95,29.66
R00194,32,tambaram,swiggy,standard,2.15,evening,7.2,40,6282.0,0.7562,0.3854,4.06,7,4.7,1.54,77.2,32.4,23.3,85.0,2,0.1532,1,0,0,0.8531,1,0.5,0.7,20.6
R00195,175,perambur,swiggy,standard,6.63,afternoon,8.4,44,8863.0,0.6852,0.0333,2.88,9,2.98,2.23,15.0,36.2,29.4,52.0,0,0.0783,0,0,0,0.8069,0,1.0,0.7,38.97
R00196,1,royapuram,swiggy,standard,9.27,evening,7.0,12,5339.0,0.4315,0.1644,2.28,12,2.52,2.81,5.7,27.5,30.3,246.0,1,0.312,0,0,0,0.8336,0,0.75,0.85,36.67
R00197,74,anna_nagar,swiggy,standard,2.84,afternoon,10.1,20,7579.0,0.2747,0.3371,7.0,1,7.85,1.12,34.3,32.3,64.5,88.0,2,0.2975,2,0,1,0.857,1,0.5,0.75,22.18
R00198,125,guindy,zepto,standard,6.8,morning,8.7,0,8533.0,0.418,0.1527,5.91,2,7.37,1.54,13.9,39.2,33.6,81.0,1,0.2313,3,0,0,0.8126,0,0.75,1.0,42.05
R00199,70,royapuram,zomato,standard,6.88,morning,8.1,20,7319.0,0.5555,0.3044,2.08,13,3.48,2.66,12.6,38.8,10.7,76.0,0,0.0849,0,0,0,0.8069,0,1.0,0.75,41.76
R00200,33,velachery,swiggy,starter,5.25,evening,6.3,52,5834.0,0.1139,0.2374,2.34,14,3.31,2.31,86.3,32.5,68.7,85.0,3,0.2507,0,0,0,0.9639,1,0.25,0.7,6.58
R00201,121,chromepet,swiggy,standard,8.54,morning,7.3,8,8379.0,0.1931,0.0258,4.38,6,6.16,1.43,14.7,35.7,6.6,94.0,0,0.2373,1,0,1,0.7953,0,1.0,0.9,49.39
R00202,18,anna_nagar,zepto,shield,1.44,evening,6.8,36,5477.0,0.4857,0.3113,6.41,1,8.01,0.8,7.9,35.5,9.3,73.0,0,0.1018,1,0,0,0.7679,1,1.0,0.7,53.22
R00203,73,guindy,zomato,standard,6.21,night,7.6,16,7681.0,0.0959,0.0237,6.35,4,7.05,1.3,17.7,38.7,5.3,56.0,0,0.4338,0,0,0,0.7924,0,1.0,0.8,43.74
R00204,154,royapuram,swiggy,starter,6.12,evening,8.2,12,8908.0,0.4925,0.1054,1.81,12,3.27,2.77,91.1,27.0,83.6,323.0,3,0.3967,0,0,0,1.0721,1,0.25,0.85,8.88
R00205,144,royapuram,swiggy,standard,6.6,night,5.8,8,9729.0,0.1658,0.0939,1.89,13,2.8,2.86,73.6,33.7,55.3,125.0,2,0.0679,0,1,0,0.8676,1,0.5,0.9,26.94
R00206,82,adyar,swiggy,standard,7.58,evening,7.5,44,6245.0,0.4358,0.0879,3.54,7,6.03,2.06,45.6,35.4,35.9,30.0,1,0.05,1,0,0,0.8282,1,0.75,0.7,30.0
R00207,22,tambaram,zepto,standard,2.42,night,11.2,0,7805.0,0.3986,0.0243,3.8,6,4.91,1.87,21.5,36.5,15.8,85.0,0,0.0651,2,0,1,0.7925,0,1.0,1.0,54.68
R00208,93,adyar,zomato,standard,8.38,morning,7.1,16,6667.0,0.2441,0.0663,2.97,8,6.4,2.01,171.1,32.0,130.0,175.0,4,0.1079,1,0,0,1.0926,1,0.0,0.8,0.0
R00209,186,perambur,zomato,starter,8.82,afternoon,7.0,24,6235.0,0.0327,0.1227,3.45,10,4.65,2.28,46.1,31.7,44.2,58.0,1,0.1963,2,0,0,0.8516,0,0.75,0.7,17.44
R00210,21,velachery,zomato,starter,3.44,evening,9.2,20,7217.0,0.1302,0.0494,1.61,14,3.97,2.44,11.0,39.4,50.3,45.0,2,0.2274,1,0,0,0.8209,1,0.5,0.75,12.01
R00211,100,t_nagar,zomato,standard,5.37,morning,9.9,40,5575.0,0.5183,0.2316,5.16,5,3.84,2.2,47.5,26.7,10.0,79.0,1,0.2039,0,0,0,0.8271,0,0.75,0.7,29.96
R00212,26,chromepet,swiggy,standard,8.07,afternoon,9.6,36,8938.0,0.4825,0.2134,4.24,7,6.32,1.53,53.8,33.4,28.8,67.0,1,0.2716,0,0,0,0.8467,0,0.75,0.7,30.67
R00213,3,velachery,swiggy,standard,6.42,afternoon,9.7,4,4938.0,0.334,0.1025,1.31,14,4.3,2.11,3.8,26.0,10.0,327.0,0,0.4726,0,1,0,0.8047,0,1.0,0.95,52.75
R00214,55,sholinganallur,zomato,standard,5.9,evening,4.0,40,3074.0,0.3543,0.1028,4.87,5,7.69,1.6,2.3,28.4,16.0,248.0,0,0.2059,1,1,0,0.7446,0,1.0,0.7,35.97
R00215,72,royapuram,zepto,starter,2.96,night,9.7,32,3071.0,0.292,0.0939,2.53,11,2.34,2.7,7.8,37.2,18.6,58.0,0,0.2305,1,0,0,0.7888,0,1.0,0.7,21.53
R00216,180,tambaram,zepto,standard,1.68,afternoon,11.1,28,8375.0,0.4707,0.0421,4.25,8,4.49,1.81,29.3,34.2,12.6,133.0,0,0.0856,1,0,0,0.799,0,1.0,0.7,38.59
R00217,105,royapuram,swiggy,starter,8.64,afternoon,5.8,24,9258.0,0.1446,0.2893,2.14,13,2.32,2.67,4.9,29.8,45.4,273.0,2,0.2144,1,0,0,0.8428,0,0.5,0.7,11.51
R00218,11,guindy,blinkit,starter,2.79,evening,5.0,8,2677.0,0.1641,0.0446,6.14,4,5.68,1.63,5.6,26.1,11.1,108.0,0,0.0808,1,0,0,0.7462,0,1.0,0.9,26.19
R00219,0,anna_nagar,swiggy,starter,4.28,evening,10.5,24,3588.0,0.3116,0.034,7.37,3,7.74,0.86,5.6,24.0,37.8,149.0,1,0.3047,1,1,0,0.755,0,0.75,0.7,15.46
R00220,76,perambur,swiggy,standard,9.05,morning,11.4,36,7767.0,0.4129,0.1371,3.14,9,4.4,2.08,49.3,35.3,33.9,95.0,1,0.0828,1,0,0,0.8598,0,0.75,0.7,31.15
R00221,206,t_nagar,zomato,standard,4.38,night,8.5,8,7517.0,0.5371,0.1449,4.79,5,4.74,2.34,107.9,27.6,44.4,150.0,2,0.3,0,0,0,0.8923,1,0.5,0.9,27.7
R00222,88,perambur,zomato,standard,9.33,morning,8.3,52,5333.0,0.1196,0.0989,3.37,8,4.0,2.18,39.7,36.2,25.4,50.0,0,0.1236,0,0,0,0.8183,0,1.0,0.7,39.53
R00223,182,royapuram,swiggy,standard,7.59,morning,5.6,24,6932.0,0.3278,0.0432,2.24,11,3.27,2.37,120.6,33.9,37.1,93.0,2,0.0644,0,0,0,0.9476,1,0.5,0.7,22.89
R00224,24,sholinganallur,blinkit,shield,7.06,evening,8.8,32,7039.0,0.0497,0.0799,5.28,4,6.51,1.27,50.3,34.0,31.3,58.0,1,0.1267,1,0,0,0.7993,0,0.75,0.7,41.54
R00225,172,velachery,blinkit,starter,6.36,afternoon,6.5,24,6419.0,0.1141,0.2538,2.44,14,4.38,2.53,9.7,34.4,15.8,121.0,0,0.0875,1,0,1,0.7769,0,1.0,0.7,21.21
R00226,9,tambaram,blinkit,standard,5.66,afternoon,8.5,4,6240.0,0.2871,0.0758,4.36,6,4.72,1.8,15.2,31.9,11.3,131.0,0,0.106,0,0,0,0.7822,0,1.0,0.95,51.27
R00227,103,t_nagar,zepto,standard,3.81,evening,7.3,8,5122.0,0.2273,0.1346,4.7,6,5.02,2.1,49.4,30.3,97.5,292.0,4,0.1774,0,1,0,0.8943,1,0.0,0.9,0.0
R00228,55,sholinganallur,swiggy,standard,4.47,morning,4.9,28,5684.0,0.3855,0.0594,4.72,3,6.16,1.61,8.0,30.0,11.3,112.0,0,0.2138,0,1,0,0.7216,0,1.0,0.7,34.86
R00229,162,guindy,zepto,standard,1.0,evening,7.7,44,6615.0,0.2388,0.0307,6.54,3,7.44,1.39,3.9,29.4,20.0,169.0,0,0.2462,1,0,0,0.7676,0,1.0,0.7,37.07
R00230,106,adyar,blinkit,starter,5.36,afternoon,5.0,4,3481.0,0.524,0.0832,2.61,8,5.29,2.23,3.9,27.8,25.0,242.0,0,0.2529,1,1,0,0.7584,0,1.0,0.95,28.1
R00231,182,royapuram,swiggy,starter,3.62,evening,5.4,4,7020.0,0.1627,0.1434,2.22,11,2.91,2.99,67.4,30.1,26.8,44.0,1,0.3218,1,0,0,0.8656,0,0.75,0.95,24.05
R00232,162,adyar,zomato,standard,7.03,evening,7.8,8,9884.0,0.2142,0.059,2.73,7,5.34,2.28,7.5,23.3,25.1,115.0,0,0.2179,1,0,0,0.7886,0,1.0,0.9,48.97
R00233,50,velachery,zepto,standard,1.55,evening,6.3,4,11248.0,0.613,0.1055,1.72,15,3.76,2.6,45.1,29.8,38.7,207.0,1,0.4097,1,0,0,0.8921,0,0.75,0.95,43.86
R00234,207,adyar,swiggy,starter,7.31,afternoon,7.5,12,7707.0,0.2298,0.2233,3.24,7,5.69,2.13,104.8,24.4,50.6,160.0,3,0.3282,1,1,0,0.8758,1,0.25,0.85,7.26
R00235,152,adyar,swiggy,shield,6.18,morning,8.3,24,5910.0,0.6424,0.0837,3.62,8,5.92,1.83,91.4,28.9,15.8,424.0,2,0.1839,2,0,0,0.9428,0,0.5,0.7,32.66
R00236,190,tambaram,swiggy,standard,9.72,night,9.5,8,7612.0,0.5618,0.1777,3.92,8,4.8,1.83,45.0,31.0,13.2,126.0,1,0.265,1,0,0,0.8584,1,0.75,0.9,39.98
R00237,6,velachery,swiggy,standard,4.56,morning,6.1,20,6945.0,0.5361,0.1914,1.7,13,3.73,2.35,7.3,30.2,14.7,134.0,0,0.2753,1,0,0,0.7995,0,1.0,0.75,41.37
R00238,2,t_nagar,blinkit,standard,5.67,morning,8.9,4,8782.0,0.5199,0.0288,5.45,6,4.78,2.45,3.8,26.0,6.4,222.0,0,0.3032,0,1,0,0.7654,0,1.0,0.95,50.17
R00239,120,t_nagar,zomato,standard,6.19,evening,6.4,20,5011.0,0.7278,0.0277,4.76,6,6.07,2.36,11.5,32.8,33.2,122.0,1,0.0928,0,0,1,0.7963,0,0.75,0.75,30.91
R00240,98,sholinganallur,zomato,standard,4.97,afternoon,8.3,12,5913.0,0.3982,0.3648,5.22,5,7.73,1.36,75.5,26.8,34.5,268.0,2,0.2114,0,0,0,0.8588,1,0.5,0.85,25.18
R00241,207,royapuram,swiggy,starter,6.66,afternoon,9.2,24,5485.0,0.2871,0.0847,2.29,11,3.25,2.46,61.7,32.7,35.3,140.0,1,0.3545,0,1,0,0.8409,1,0.75,0.7,17.22
R00242,34,velachery,zomato,starter,5.01,evening,8.8,0,8878.0,0.4833,0.2354,2.09,15,3.52,2.55,34.8,30.2,13.6,104.0,0,0.1251,3,0,0,0.8466,0,1.0,1.0,33.02
R00243,57,anna_nagar,zomato,shield,6.95,morning,10.7,4,7066.0,0.5364,0.1391,6.92,3,8.66,1.3,6.4,29.4,19.3,79.0,0,0.4871,2,0,0,0.8318,0,1.0,0.95,78.24
R00244,53,adyar,swiggy,standard,6.02,evening,4.5,0,6181.0,0.0385,0.1809,3.58,8,4.85,1.89,3.4,28.3,11.1,192.0,0,0.3914,2,0,0,0.7905,0,1.0,1.0,54.54
R00245,3,royapuram,zomato,starter,8.24,morning,8.8,0,7437.0,0.1482,0.1284,2.33,13,3.42,2.48,7.4,29.9,26.5,221.0,0,0.4012,0,1,0,0.7753,0,1.0,1.0,30.24
R00246,29,chromepet,zomato,starter,5.08,afternoon,9.7,0,3381.0,0.2012,0.2004,4.15,6,6.62,1.39,28.5,35.0,33.7,59.0,1,0.0925,0,0,0,0.7958,0,0.75,1.0,23.28
R00247,133,guindy,zomato,standard,5.69,night,3.9,4,9226.0,0.5259,0.2073,5.86,2,7.02,1.18,44.2,32.4,22.0,57.0,1,0.2478,0,0,0,0.798,0,0.75,0.95,39.23
R00248,127,t_nagar,swiggy,standard,5.69,afternoon,6.4,40,4804.0,0.3829,0.0495,4.53,4,4.76,2.21,56.2,38.2,32.1,114.0,1,0.1386,0,0,1,0.8128,1,0.75,0.7,29.45
R00249,15,t_nagar,zomato,standard,6.32,evening,5.8,16,6152.0,0.13,0.1902,4.53,4,5.1,2.3,6.1,34.3,28.2,119.0,0,0.1682,1,0,1,0.771,0,1.0,0.8,42.56
